group,victim,country,sector,discovered,post_url,status,delisted_date,first_party
ailock,Alvi Associates,,,2026-04-10,,listed,,yes
insomnia,United Medical Doctors,US,Healthcare,2026-04-09,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/UnitedMD/,listed,,yes
payload,El Wastani Petroleum Company (WASCO),LY,Energy,2026-04-08,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/29732084-774a-4667-9dcd-b2ebfb6a748a,listed,,yes
insomnia,Noble Inc.,US,,2026-04-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Noble/,listed,,yes
netrunner,Jordan India Fertilizer Company,JO,Agriculture and Food Production,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/jifco.co,listed,,yes
netrunner,Harman Fitness,US,Consumer Services,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/harmanfitness,listed,,yes
netrunner,Nippon Medical School Musashi Kosugi Hospital,JP,Healthcare,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/MusashiKosugi,listed,,yes
netrunner,Shiraume Hospital,JP,Healthcare,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/Shiraume,listed,,yes
netrunner,GEG Telecomunicazioni,IT,Telecommunication,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/GEGSRL,listed,,yes
netrunner,Seoyon E-Hwa Summit,,Manufacturing,2026-04-03,http://netrunrsb3bivj5gnwajzxlig5qkteb6edgthxj7fmsvhkzxtwfxwaad.onion/view/SEOYON,listed,,yes
interlock,Community College of Beaver County,US,Education,2026-04-03,http://kcykitrgt5sceuap4wrgeqdx53z2kgailaa5a62qxmdl7mbqarfgt3id.onion/index.php?p=,listed,,yes
ailock,Berning & Söhne GmbH,DE,,2026-04-03,,listed,,yes
ailock,Piet Vijverberg,NL,Agriculture and Food Production,2026-04-03,,listed,,yes
payload,United Finance Egypt,EG,Financial Services,2026-04-03,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/ad284bf3-0789-4d98-a7d0-4810f027bda0,listed,,yes
payload,Tscherne Consulting Steuerberatung GmbH,AT,Financial Services,2026-04-03,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/f09e43ac-79b7-4cf1-bcd8-93d6f27b6436,listed,,yes
interlock,The Center for Hearing & Speech,US,Healthcare,2026-04-02,http://hz7krqig75lgdzl7rtxynw26m3vornjl24ikeyqb5vagbae2iectorqd.onion/index.php?p=,listed,,yes
crypto24,Katcon Global,MX,Manufacturing,2026-04-02,,listed,,yes
crypto24,"Industrias Guerra, S.A.",ES,Manufacturing,2026-04-02,,listed,,yes
everest,Nissan,JP,Manufacturing,2026-04-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Nissan/,listed,,yes
everest,Parque Eólico Toabré,PA,Energy,2026-03-31,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Parque_Eólico_Toabré/,listed,,yes
everest,PT Brantas Abipraya,ID,Construction,2026-03-31,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/PT_Brantas_Abipraya/,listed,,yes
everest,Straight Line Logistics,AE,Transportation/Logistics,2026-03-30,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Straight_Line_Logistics/,listed,,yes
securotrop,Jones Haber Law,US,,2026-03-30,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
sarcoma,GYF,,,2026-03-30,,listed,,yes
exitium,Ming Hwei Energy,TW,Energy,2026-03-29,http://m3ksukzn2glzfdvlusohril7n3iyk4z4fudf6mm22lwhpbpt5aiee5qd.onion#Ming%20Hwei%20Energy,listed,,yes
crypto24,ActionPower,KR,,2026-03-27,,listed,,yes
interlock,Goodwill,US,Consumer Services,2026-03-26,http://3ssy6kepkwajapmra262il4tnufgbujf2boz7odgigc3e46dzdqd6wad.onion/index.php?p=,listed,,yes
crypto24,Estudio O'Farrell,AR,,2026-03-24,,listed,,yes
exitium,Marborges Agroindustria,BR,Agriculture and Food Production,2026-03-23,http://m3ksukzn2glzfdvlusohril7n3iyk4z4fudf6mm22lwhpbpt5aiee5qd.onion#Marborges%20Agroindustria,listed,,yes
insomnia,Atlas Ocean Voyages,US,Hospitality and Tourism,2026-03-23,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Atlas/,listed,,yes
nightspire,GD France,FR,,2026-03-20,,listed,,yes
interlock,Delta Manufacturing,,Manufacturing,2026-03-18,http://pgjf3dfkamnprahggbw4yojyb7sot3no2glnbfwyzbzqbnaislpv52yd.onion/index.php?p=,listed,,yes
insomnia,Valley Family Health Care,US,Healthcare,2026-03-18,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/VFHC/,listed,,yes
exitium,Fannin CAD,US,Public Sector,2026-03-17,http://m3ksukzn2glzfdvlusohril7n3iyk4z4fudf6mm22lwhpbpt5aiee5qd.onion#Fannin%20CAD,listed,,yes
killsec,hospitalvetdiadema24h.com.br,BR,Healthcare,2026-03-17,,listed,,yes
killsec,palram.com,IL,Manufacturing,2026-03-17,,listed,,yes
ailock,Solutions Extreme Technology,CA,Technology,2026-03-17,,listed,,yes
termite,Noll and Tam Architects,US,Construction,2026-03-17,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69b89749c3aeb8d444653045,listed,,yes
everest,Evaluate a Norstella company,NO,,2026-03-15,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Evaluate_a_Norstella_company/,listed,,yes
embargo,westport.com,US,Technology,2026-03-14,http://embargobe3n5okxyzqphpmk3moinoap2snz5k6765mvtkk7hhi544jid.onion/#/post/81b2598c-ee5e-4eb0-a5a6-b2fea7820333,listed,,yes
beast,Communicate UK,GB,Telecommunication,2026-03-14,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/communicate_uk,listed,,yes
killsec,meena health,,Healthcare,2026-03-14,,listed,,yes
killsec,NextCapitalTrust,,Financial Services,2026-03-14,,listed,,yes
ailock,England Hockey,GB,Public Sector,2026-03-12,,listed,,yes
nightspire,Big Brothers Big Sisters,US,Education,2026-03-11,,listed,,yes
interlock,Elliott-Lewis,US,Construction,2026-03-11,http://x2ol75zago3z2nrp7lnmbcwoq3okiexuwi456oe6jqurbprg6lljz3yd.onion/index.php?p=,listed,,yes
killsec,shlomo bit,IL,,2026-03-11,,listed,,yes
everest,First Priority Group,US,,2026-03-10,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/First_Priority_Group_/,listed,,yes
interlock,Wagon Mound Public Schools,US,Education,2026-03-09,http://hu5zd7ek6glyoke5kfc4mvt6s3cmia6ebtqptumvbogzdo2vrn5e7bid.onion/index.php?p=,listed,,yes
ailock,Johnson Vollmerhausen & Gates,,,2026-03-07,,listed,,yes
ailock,Netwerk NV,BE,,2026-03-07,,listed,,yes
ailock,Eeyou Communications Network,CA,Telecommunication,2026-03-07,,listed,,yes
termite,City of Huntington,,Public Sector,2026-03-07,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69ab564cc3aeb8d444652359,listed,,yes
everest,Hyundai Elevator,KR,Manufacturing,2026-03-06,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Hyundai_Elevator/,listed,,yes
ailock,Transsion,CN,Technology,2026-03-06,,listed,,yes
killsec,MyFair,KR,,2026-03-06,,listed,,yes
killsec,MedicalGPT,US,Healthcare,2026-03-06,,listed,,yes
killsec,yurdriversnetwork,US,,2026-03-06,,listed,,yes
crypto24,Rowad Modern Engineering,EG,Construction,2026-03-05,,listed,,yes
tridentlocker,Jameson Pepple Cantu PLLC,US,,2026-03-05,http://tridentfrdy6jydwywfx4vx422vnto7pktao2gyx2qdcwjanogq454ad.onion/article/d8954d9b-f2a1-48c0-bfa3-dc4579a7c4cd,listed,,yes
beast,"Camelot Electronics Technology Co., Ltd.",CN,Technology,2026-03-03,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/camelot_electronics_technology_co___ltd_,listed,,yes
insomnia,Belmont Plastic Surgery,US,Healthcare,2026-03-03,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Belmont/,listed,,yes
ailock,Demanor,,,2026-03-03,,listed,,yes
ailock,Dallas Regional Chamber,US,Public Sector,2026-03-03,,listed,,yes
ailock,ShopBot Tools,US,Manufacturing,2026-03-03,,listed,,yes
ailock,Navicore Solutions,,Financial Services,2026-03-03,,listed,,yes
ailock,Professional Retail Outlet Services,US,Consumer Services,2026-03-03,,listed,,yes
ailock,"S&R Compression, LLC",US,Manufacturing,2026-03-03,,listed,,yes
ailock,Emanuelson-Podas,US,Construction,2026-03-03,,listed,,yes
ailock,Promotion Management Center,JP,Business Services,2026-03-03,,listed,,yes
ailock,Sterling Industries,,,2026-03-03,,listed,,yes
ailock,Raw Seafoods,US,Agriculture and Food Production,2026-03-03,,listed,,yes
ailock,FUJIFILM Speciality Ink Systems,GB,Manufacturing,2026-03-03,,listed,,yes
ailock,Lewis Drug,US,Consumer Services,2026-03-03,,listed,,yes
ailock,HomeSite Services,US,Construction,2026-03-03,,listed,,yes
ailock,Revival Animal Health,US,Consumer Services,2026-03-03,,listed,,yes
ailock,AJ Networks,KR,,2026-03-03,,listed,,yes
ailock,Integral Analytics,US,Technology,2026-03-03,,listed,,yes
termite,Bartram Trail Surveying,US,Business Services,2026-03-03,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69a6314dfeb604ea6ee5ab74,listed,,yes
everest,UD Trucks,JP,Manufacturing,2026-02-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/UD_Trucks/,listed,,yes
termite,Insight Hospital and Medical Center Chicago,US,Healthcare,2026-02-28,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69792ffffeb604ea6ee573d8,listed,,yes
insomnia,Ripple Neuro,US,Technology,2026-02-26,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Ripple/,listed,,yes
insomnia,Thrash Commercial Contractors,US,Construction,2026-02-26,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Thrash/,listed,,yes
abyss,thinlinetech.com,US,Technology,2026-02-26,,listed,,yes
insomnia,Zaner Group,US,Financial Services,2026-02-25,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Zaner/,listed,,yes
termite,Jones Haber,,,2026-02-25,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/699e206bfeb604ea6ee59a40,listed,,yes
termite,The Siskiyou Telephone,US,Telecommunication,2026-02-25,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/699e2818feb604ea6ee59af6,listed,,yes
termite,Birmingham Museum of Art,US,,2026-02-25,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/699e23cffeb604ea6ee59a9a,listed,,yes
killsec,primaria ungheni,RO,Education,2026-02-25,,listed,,yes
beast,"AJU Pharm Co., Ltd",KR,Healthcare,2026-02-24,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/aju_pharm_co___ltd,listed,,yes
killsec,onlinedivorcetexas.com,US,Consumer Services,2026-02-21,,listed,,yes
securotrop,Universal Mailing Service,US,Business Services,2026-02-19,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
insomnia,AdMark Asia Group,US,,2026-02-18,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/AdMark/,listed,,yes
insomnia,Application Solution Providers,US,Technology,2026-02-18,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/ASP/,listed,,yes
beast,First 4 Recruitment,GB,Business Services,2026-02-18,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/first_4_recruitment,listed,,yes
beast,"Daniel L Kaler, DDS, PC",US,Healthcare,2026-02-18,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/daniel_l_kaler__dds__pc,listed,,yes
securotrop,Marshal Renee Construction,,Construction,2026-02-17,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
everest,Atlas Air: MUSE INSECURE,US,Transportation/Logistics,2026-02-17,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Atlas_Air/,listed,,yes
interlock,Abbott Media Productions,US,Business Services,2026-02-16,http://c7bgta4watnqu64jnfgp4tzvhfhxgwveqnes65q3mcu4f34xvn7rumad.onion/index.php?p=,listed,,yes
interlock,Yew Tree Dairy,GB,Agriculture and Food Production,2026-02-16,http://f53mekzwvscxejfqxtikrzcmqnd3bt5i4d7odvh62sir7eqhdwwjntad.onion/index.php?p=,listed,,yes
insomnia,Copier Careers,US,Business Services,2026-02-13,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Copier/,listed,,yes
insomnia,The Syverson Group,US,,2026-02-13,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Syverson/,listed,,yes
interlock,Archaeological Institute of America,US,Education,2026-02-13,http://efgmr2vxwynrn7vlemidwf4ffwl4vljsb4eusaz3bplwk3apthpkpsad.onion/index.php?p=,listed,,yes
beast,Law Office of COX & SANCHEZ,US,Business Services,2026-02-11,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/law_office_of_cox___sanchez,listed,,yes
beast,Andringa Law,US,,2026-02-11,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/andringa_law,listed,,yes
beast,Hospital Sao Jose do Avai (HSJA),BR,Healthcare,2026-02-09,http://beast6azu4f7fxjakiayhnssybibsgjnmy77a6duufqw5afjzfjhzuqd.onion/card/hospital_sao_jose_do_avai__hsja_,listed,,yes
killsec,Getly,NG,,2026-02-09,,listed,,yes
insomnia,Advanced Healthcare Professionals,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/AdvancedHealthcareProfessionals/,listed,,yes
insomnia,Integrated Fresh Solutions,US,Agriculture and Food Production,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/IFS/,listed,,yes
insomnia,Gruel Mills Nims Pylman,US,,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/GMNP/,listed,,yes
insomnia,Carlyle Senior Care of Florence,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/CarlyleSeniorCare/,listed,,yes
insomnia,Internal Medicine of Milford,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/IMMCT/,listed,,yes
insomnia,Rella Associates,US,,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/RellaAssociates/,listed,,yes
insomnia,Flint Hills Dialysis,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/FlintHillsDialysis/,listed,,yes
insomnia,Southern Illinois Dermatology,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/SouthernIllinoisDermatology/,listed,,yes
insomnia,"Parts Life, Inc",US,Manufacturing,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/PartsLife/,listed,,yes
insomnia,DeVal LCS,US,,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/DeVal/,listed,,yes
insomnia,SchureMed,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/SchureMed/,listed,,yes
insomnia,Optimum Health Institute,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/OHI/,listed,,yes
insomnia,Anatomic Clinical Laboratory Associates,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/ACLA/,listed,,yes
insomnia,Dunn and Dunn,US,,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/DunnAndDunn/,listed,,yes
insomnia,Tri-Cities Gastroenterology,US,Healthcare,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/TriCitiesGastroenterology/,listed,,yes
insomnia,Enviro-Hub Holdings,SG,Manufacturing,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Enviro-Hub/,listed,,yes
insomnia,Chiarottino,BR,,2026-02-07,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/Chiarottino/,listed,,yes
everest,Atlas Air,US,Transportation/Logistics,2026-02-06,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Atlas_Air/,listed,,yes
tridentlocker,TMPartner,JP,,2026-02-06,http://tridentfrdy6jydwywfx4vx422vnto7pktao2gyx2qdcwjanogq454ad.onion/article/200c65ca-7f2c-48b3-a76b-9d05421afc68,listed,,yes
killsec,brooklyn group,US,,2026-02-04,,listed,,yes
termite,Family Health Center,,Healthcare,2026-02-02,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69811116feb604ea6ee57b01,listed,,yes
everest,Polycom,US,Technology,2026-02-02,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Polycom/,listed,,yes
everest,Iron Mountain,US,Business Services,2026-02-02,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Iron_Mountain/,listed,,yes
everest,Shinwa Co Ltd,JP,,2026-02-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Shinwa_Co_Ltd/,listed,,yes
everest,Hosowaka Micron Group,JP,Manufacturing,2026-02-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Hosowaka_Micron_Group/,listed,,yes
everest,Stellium,GB,,2026-02-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Stellium/,listed,,yes
everest,Acu Trans Solutions LLC,US,Transportation/Logistics,2026-02-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Acu_Trans_Solutions_LLC/,listed,,yes
everest,SIGMA Processing Group,DE,,2026-02-01,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/SIGMA_Processing_Group/,listed,,yes
interlock,Odyssey Academy,,Education,2026-02-01,http://2tlkuy2qn7bfxyvbfpxqaqveoezctbrnk6yvbvin6dueiuk4rdoosyqd.onion/index.php?p=,listed,,yes
interlock,Urban Edge Architecture,GB,Construction,2026-01-29,http://fbvrolfvadyhigunc5hfw5hextwqn4lvq7d5ieeivcizsxh3avn6dryd.onion/index.php?p=,listed,,yes
killsec,X-CD Technologies,US,Technology,2026-01-23,,listed,,yes
sarcoma,Propane Levac Inc.,CA,Energy,2026-01-23,,listed,,yes
everest,Bolttech,SG,Technology,2026-01-21,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Bolttech/,listed,,yes
everest,Ciena,US,Telecommunication,2026-01-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Ciena/,listed,,yes
sarcoma,MecMatica,IT,,2026-01-20,,listed,,yes
everest,Virginia Records - Database leaked,BG,,2026-01-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Virginia_Records/,listed,,yes
everest,McDonalds India,IN,Hospitality and Tourism,2026-01-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/McDonalds_India/,listed,,yes
everest,GC Accounting,,Financial Services,2026-01-19,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/GC_Accounting/,listed,,yes
everest,WANCHI STEEL INDUSTRIAL,TW,Manufacturing,2026-01-19,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/WANCHI_STEEL_INDUSTRIAL/,listed,,yes
everest,Reeves Information Technology,,Technology,2026-01-19,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Reeves_Information_Technology/,listed,,yes
everest,ASRock Rack,TW,Technology,2026-01-19,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/ASRock_Rack/,listed,,yes
everest,GIBSIN Engineers,IN,,2026-01-19,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/GIBSIN_Engineers/,listed,,yes
everest,Notin - Database leaked,ES,,2026-01-14,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Notin/,listed,,yes
everest,National Money Mart Company - Database leaked,CA,Financial Services,2026-01-14,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/National_Money_Mart_Company/,listed,,yes
interlock,Hunneman,,,2025-12-31,http://mpyeixjqjufjki2qg7dutvxk6tjjzv2jf7qc63bljzfqrtbjcdktziqd.onion/index.php?p=,listed,,yes
tridentlocker,Sedgwick Government Solutions,US,Public Sector,2025-12-30,http://tridentfrdy6jydwywfx4vx422vnto7pktao2gyx2qdcwjanogq454ad.onion/article/d5563f58-7874-46a5-aaf7-bafc5d428f49,listed,,yes
everest,Chrysler,US,Manufacturing,2025-12-25,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Chrysler/,listed,,yes
termite,Hermes Medical Solutions,SE,Healthcare,2025-12-25,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/694c8118feb604ea6ee55c75,listed,,yes
killsec,grade results,US,Education,2025-12-24,,listed,,yes
interlock,The Salvation Army,US,Public Sector,2025-12-24,http://ihbpu7nworzao2klqeeahnz7wcuavltny3p2cmfkhe5tko3vl3zcowyd.onion/index.php?p=,listed,,yes
everest,Notin,ES,,2025-12-23,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Notin/,listed,,yes
securotrop,Spartan Carbide,US,Manufacturing,2025-12-22,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
interlock,Swartz Campbell,US,,2025-12-22,http://zsjvoqymwx5gdwntsrrk3pvnkfyoxy3knhoxitpdaobxznwc5iwcj4id.onion/index.php?p=,listed,,yes
tridentlocker,allenprinting,,,2025-12-19,http://tridentfrdy6jydwywfx4vx422vnto7pktao2gyx2qdcwjanogq454ad.onion/article/207a35f0-2fa8-414d-947e-97e09b76cb17,listed,,yes
interlock,Clarksville ISD,US,Education,2025-12-18,http://vhs6omcvvqdtmgae5cvpy4jfxfrw2l4b7e64j7fn7xeaqeppzab67oad.onion/index.php?p=,listed,,yes
ms13089,dgpcommercialisti.it,IT,,2025-12-18,http://msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion/DGP/index.html,listed,,yes
ms13089,uro.com,DE,,2025-12-18,http://msleakjir7pxbe6onlqe5uwgvdmy6nq4mnwfy7ojswbhnleenm77vgad.onion/URO/index.html,listed,,yes
termite,MedHelp,US,Healthcare,2025-12-17,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6941ec0ffeb604ea6ee5510d,listed,,yes
everest,ELC Electroconsult SpA,IT,Technology,2025-12-16,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/ELC_Electroconsult_SpA/,listed,,yes
interlock,Print-O-Tape,US,Manufacturing,2025-12-15,http://gobj3ph5sj332iithgescrsejiszhaey5l4ffwnou4nwanbcf37phdqd.onion/index.php?p=,listed,,yes
killsec,dabafinance.com,GB,Financial Services,2025-12-14,,listed,,yes
killsec,screenate,IN,,2025-12-09,,listed,,yes
killsec,koncept law,IN,,2025-12-09,,listed,,yes
killsec,caryanams,IN,,2025-12-09,,listed,,yes
killsec,playroll,GB,,2025-12-09,,listed,,yes
killsec,seajob,IN,,2025-12-09,,listed,,yes
everest,Sarmap - Database leaked,CH,,2025-12-08,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Sarmap/,listed,,yes
securotrop,Cadman Power Equipment,CA,Manufacturing,2025-12-08,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
securotrop,Delta Coast Consultants,US,,2025-12-03,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
everest,Sarmap,CH,Technology,2025-12-02,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Sarmap/,listed,,yes
everest,Petra,,,2025-12-02,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Petra/,listed,,yes
tridentlocker,noment,,,2025-12-02,http://tridentfrdy6jydwywfx4vx422vnto7pktao2gyx2qdcwjanogq454ad.onion/article/2be17e73-66b6-4073-9c96-62d38a9a8e51,listed,,yes
everest,ASUS,TW,Technology,2025-12-02,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/asus/,listed,,yes
